ORDER ID,TN1 (NSS TN),TN2
#1TS12036,,YT2302821272091025
2123578-1349,,YT2302821272091330
2115453-1349,,YT2302821272091065
2099211-1349,,YT2302821272091067
2000182-1349,,YT2302821272091229
1943747-1349,,YT2302821272091155
#1NUVE7306,,YT2302821272091251
2150212-1349,,JY231V900131014307
#1TS13256,,YT2302821272091038
2081735-1349,,YT2302821272091286
#3NUVE1434,,FJ002843905GB
#1TS13374,,YT2302821272091389
2033439-1349,,YT2302821272091159
2149850-1349,,YT2302821272091253
2149562-1349,,YT2302821272091176
2149816-1349,,YT2302821272091177
#1NUVE7246,,2.01256E+15
2149597-1349,,YT2302821272091315
2134325-1349,,YT2302821272091342
2102597-1314,,YT2302821272091263
2041329-1349,,YT2302821272091042
#1TS13116,,YT2302821272091054
2149869-1349,,YT2302821272091387
2142616-1349,,YT2302821272091085
2081191-1349,,YT2302821272091399
1951137-1349,,YT2302821272198138
#1TS13106,,YT2302821272091398
2075213-1349,,NEXAU1008722287
1998377-1349,,YT2302821272091245
2143434-1349,,YT2302821272091438
2030241-1349,,JY231V100131014309
2150335-1349,,YT2302821272091112
2150247-1349,,YT2302821272091265
#1TS13238,,YT2302821272198146
2080220-1349,,YT2302821272091248
1972591-1349,,YT2302821272091448
#1TS13369,,YT2302821272198133
2150160-1349,,YT2302821272091137
2090386-1349,,JY231V100131014316
2078715-1349,,YT2302821272091271
2150144-1349,,YT2302821272091281
2104077-1349,,YT2302821272091093
2142213-1349,,YT2302821272091275
2135881-1349,,YT2302821272091499
2041488-1349,,YT2302821272091308
#1TS13203,,YT2302821272091452
2149828-1349,,YT2302821272091522
2150327-1349,,YT2302821272091506
2149993-1349,,YT2302821272091099
2069158-1349,,YT2302821272091318
#3NUVE1432,,FJ002400505GB
2150199-1349,,YT2302821272091509
#1NUVE7313,,JY231V900131014342
#1TS13205,,YT2302821272091148
2150255-1349,,YT2302821272091327
2149602-1349,,YT2302821272091157
#1TS13033,,YT2302821272091182
2149693-1349,,YT2302821272091219
2069880-1349,,YT2302821272091334
2058940-1349,,YT2302821272091395
2150031-1349,,YT2302821272198139
#3TS1561,,JD0002231292839488
#1NUVE7247,,YT2302821272091545
2149914-1349,,YT2302821272091122
2106343-1,,YT2302821272091563
2074454-1349,,YT2302821272091393
2002754-1349,,JY231V900131014336
1957298-1349,,YT2302821272091465
2150183-1349,,WNBAA0223496825YQ
2149703-1349,,YT2302821272091674
2099641-1349,,YT2302821272091678
2093003-1349,,YT2302821272091529
2077506-1349,,YT2302821272091543
2150093-1349,,YT2302821272091600
2118853-1349,,YT2302821272091611
#1TS13066,,YT2302821272091613
2102040-1349,,YT2302821272091730
2081603-1349,,YT2302821272198144
#1TS13089,,YT2302821272091680
2086340-1349,,YT2302821272091152
2150058-1349,,YT2302821272091560
2107031-1349,,YT2302821272091630
2149673-1349,,YT2302821272091692
2067805-1349,,YT2302821272091166
2149723-1349,,YT2302821272091673
#1NUVE7286,,FJ002604809GB
2150125-1349,,YT2302821272091733
2149935-1349,,YT2302821272091562
2149771-1349,,YT2302821272091785
#1NUVE7303,,YT2302821272091224
2150143-1349,,YT2302821272091761
2149696-1349,,YT2302821272091239
2076470-1349,,YT2302821272091249
2078624-1349,,YT2302821272091838
2150250-1349,,YT2302821272091884
2149932-1349,,YT2302821272091255
#1TS13109,,YT2302821272091907
1977859,,YT2302821272198149
2003102-1349,,YT2302821272091834
2149570-1349,,YT2302821272091233
#1TS13222,,YT2302821272091996
2150338-1349,,YT2302821272091258
2150209-1349,,YT2302821272091760
#1TS5467-1,,YT2302821272091604
2093988-1349,,YT2302821272091841
#1TS13180,,JY231V900131014352
2149983-1349,,YT2302821272091924
#1TS13123,,YT2302821272091615
2051130-1349,,YT2302821272198141
2003016-1349,,YT2302821272091237
#1TS13353,,YT2302821272091659
2150132-1349,,YT2302821272091931
2150075-1349,,CC24400000502343S
#1TS13284,,YT2302821272091731
2138653-1349,,YT2302821272091732
2122933-1349,,YT2302821272091743
2112328-1349,,YT2302821272091943
1978739-1349,,YT2302821272198143
#1TS13035,,YT2302821272091945
2106212-1349,,YT2302821272091787
2060597-1349,,YT2302821272091786
2149649-1349,,YT2302821272091856
2135165-1349,,YT2302821272091949
2150162-1349,,JD0002231331328131
#1TS13250,,YT2302821272091789
#1TS13211,,YT2302821272091242
2150336-1349,,YT2302821272091277
#1TS7886-1,,YT2302821272091282
2150171-1349,,YT2302821272091952
2142371-1349,,YT2302821272091260
2149572-1349,,YT2302821272091274
#1NUVE7255,,NEXAU1008722300
2140976-1349,,YT2302821272091857
#1TS13316,,YT2302821272091290
#1TS13192,,NEXAU1008722303
2149962-1349,,NEXAU1008722301
2149593-1349,,YT2302821272092024
2140979-1349,,YT2302821272091289
#1TS13126,,YT2302821272091293
2061352-1349,,YT2302821272091885
#1TS4595-1,,YT2302821272091933
2138060-1349,,YT2302821272091839
2062344-1349,,YT2302821272091981
#3TS1556,,JD0002231292839487
#1NUVE7251,,JY231V900131014330
#1TS13078,,YT2302821272091982
2150019-1349,,JD0002231331328137
2149986-1349,,YT2302821272092046
2149596-1349,,JY231V900131014362
2130895-1349,,YT2302821272092049
2101677-1349,,YT2302821272091337
2150046-1349,,YT2302821272198148
2149797-1349,,YT2302821272091951
2149645-1349,,YT2302821272091953
2124666-1349,,YT2302821272091961
2112630-1349,,MP0018447768
2150306-1349,,YT2302821272091930
2150029-1349,,YT2302821272092055
2142568-1349,,YT2302821272091331
2056155-1349,,JY231V900131014357
2150283-1349,,YT2302821272091332
2137093-1349,,YT2302821272091386
#3NUVE1438,,FJ002376664GB
2128625-1349,,YT2302821272091978
2149643-1349,,YT2302821272091976
#1TS13267,,YT2302821272092057
2149612-1349,,YT2302821272091392
2149580-1349,,YT2302821272091984
2080624-1349,,YT2302821272091451
2083361-1349,,YT2302821272092000
#1TS13058,,YT2302821272091457
2143116-1349,,YT2302821272091464
#1TS13158,,YT2302821272091340
2150175-1349,,YT2302821272092065
#1TS13317,,YT2302821272091985
2149610-1349,,YT2302821272092101
2128953-1349,,YT2302821272092010
#1TS13038,,YT2302821272091354
2149899-1349,,YT2302821272091446
2098718-1349,,YT2302821272091505
#1TS13240,,YT2302821272092002
2149764-1349,,YT2302821272092014
2150284-1349,,JY231V900131014366
2133795-1349,,YT2302821272092013
#1TS13373,,YT2302821272092019
#3TS1572,,FJ002202178GB
2078227-1349,,NEXAU1008722302
2150195-1349,,YT2302821272092016
#1TS13275,,YT2302821272092032
2149874-1349,,YT2302821272091998
2149712-1349,,YT2302821272092107
2150139-1349,,YT2302821272092109
#1TS13375,,YT2302821272091512
2143885-1349,,YT2302821272092031
2111556-1349,,YT2302821272091609
2098756-1349,,YT2302821272092020
2080643-1349,,YT2302821272092120
2138370-1349,,YT2302821272091997
#1TS13322,,YT2302821272091999
2150305-1349,,YT2302821272092025
2149829-1349,,YT2302821272091557
#1TS13051,,YT2302821272092121
2131331-1349,,YT2302821272092026
2102420-1349,,YT2302821272092041
2150269-1349,,YT2302821272091616
#1NUVE7260,,YT2302821272091628
2087936-1349,,YT2302821272092047
2050886-1349,,YT2302821272091607
2021526-1349,,YT2302821272092131
#1NUVE7305,,YT2302821272092027
2150179-1349,,YT2302821272091716
2149711-1349,,YT2302821272092051
2149628-1349,,YT2302821272092063
#1TS13324,,YT2302821272092008
#1TS13276,,YT2302821272092105
1999449-1349,,JY231V900131014344
#1TS13315,,YT2302821272091799
2150110-1349,,YT2302821272091668
2149707-1349,,YT2302821272092137
2072989-1349,,YT2302821272092030
2135424-1349,,YT2302821272091675
1943556-1349,,YT2302821272092113
#1TS13171,,YT2302821272092115
2149973-1349,,YT2302821272091734
2103162-1349,,YT2302821272092143
2150190-1349,,FJ002809382GB
#1TS13075,,YT2302821272092045
1961448-1349,,JY231V900131014370
1690594,,YT2302821272092017
2150136-1349,,YT2302821272092140
2099029-1314,,YT2302821272092156
#1TS13280,,BN5114400048
2150289-1349,,YT2302821272092158
#1TS13268,,YT2302821272091766
2150126-1349,,YT2302821272092145
2143114-1349,,YT2302821272091840
2022182-1349,,YT2302821272092080
2013722-1349,,YT2302821272092147
#1TS13118,,YT2302821272092160
#1TS13090,,YT2302821272092021
2150356-1349,,7.9421E+17
2149910-1349,,YT2302821272092163
2094112-1349,,YT2302821272091853
2063164-1349,,JY231V100131014368
#3NUVE1433,,FJ002948897GB
#1TS13298,,JY231V100131014386
2110532-1349,,YT2302821272092119
2150323-1349,,BN6104211422
2150154-1349,,YT2302821272091788
2149940-1349,,YT2302821272091795
2149879-1349,,YT2302821272091806
2149857-1349,,YT2302821272092040
#1NUVE7289,,YT2302821272092122
#1NUVE7277,,YT2302821272091934
2149730-1349,,YT2302821272091817
2067214-1349,,YT2302821272091835
2033780-1349,,JY231V100131014381
2149939-1349,,YT2302821272091941
2113818-1349,,YT2302821272091947
2093282-1349,,YT2302821272091957
#1NUVE7299,,JD0002231331328188
2149742-1349,,YT2302821272091965
2149931-1349,,YT2302821272092149
2121874-1349,,YT2302821272092173
2150227-1349,,WNBAA0223497329YQ
#1NUVE7258,,JY231V900131014359
2106857-1349,,YT2302821272092094
2066766-1349,,YT2302821272091922
1977285-1349,,YT2302821272091928
#1TS13145,,YT2302821272092177
#1TS10986-1,,YT2302821272092152
#1NUVE7326,,FJ002964648GB
2052664-1349,,YT2302821272092150
2004899-1349,,YT2302821272092097
#1NUVE7264,,FJ002891035GB
2103308-1349,,YT2302821272092161
#1TS13188,,YT2302821272091987
2150180-1349,,YT2302821272092162
2133935-1349,,MP0018447773
2013025-1349,,YT2302821272092165
2082141-1349,,2.01256E+15
2150158-1349,,YT2302821272091991
2149930-1349,,YT2302821272092181
2149824-1349,,YT2302821272091956
#1TS13220,,YT2302821272091971
2149968-1349,,JY231V900131014363
2149683-1349,,YT2302821272092185
2149795-1349,,YT2302821272092168
#1TS13237,,YT2302821272091992
2150332-1349,,YT2302821272092186
2149776-1349,,YT2302821272092188
2129300-1349,,YT2302821272092175
2105595-1349,,YT2302821272092176
2099715-1349,,YT2302821272092478
2088235-1349,,YT2302821272092477
#1TS13052,,YT2302821272092479
2142869-1349,,YT2302821272092480
2093665-1349,,JY231V100131014442
#1TS13108,,YT2302821272092481
#1TS13107,,YT2302821272092482
#1TS13340,,YT2302821272092484
2149958-1349,,YT2302821272092485
2149783-1349,,YT2302821272092486
2129223-1349,,YT2302821272092498
2113234-1349,,YT2302821272092487
2102492,,YT2302821272092489
2119717-1349,,YT2302821272092497
2122905-1349,,YT2302821272092495
2150001-1349,,YT2302821272092518
2044913-1349,,YT2302821272092506
#1TS13380,,YT2302821272198158
#1TS13155,,YT2302821272092501
#1TS10405-1,,YT2302821272092566
2149661-1349,,YT2302821272092507
#1TS13295,,YT2302821272092569
2149559-1349,,YT2302821272092491
2150287-1349,,YT2302821272092499
#1TS13077,,YT2302821272092510
1963619-1349,,YT2302821272092500
#1TS13358,,YT2302821272092503
#1TS13253,,YT2302821272092502
#1TS13137,,YT2302821272092504
#1TS12649,,YT2302821272092574
2149864-1349,,YT2302821272092528
2114397-1349,,YT2302821272092529
2092674-1349,,YT2302821272092582
2095343-1349,,YT2302821272092520
2149780-1349,,YT2302821272092534
#1TS13071,,YT2302821272092586
#1TS10443,,YT2302821272092537
2078071-1349,,YT2302821272092558
2050354-1349,,YT2302821272092515
#3TS1567,,YT2302821272092561
#1TS13206,,YT2302821272092530
#1NUVE7321,,YT2302821272092548
2150012-1349,,YT2302821272092535
2149779-1349,,YT2302821272092552
2149584-1349,,YT2302821272092570
2085452-1349,,YT2302821272092555
2097104-1349,,JY231V100131014446
#1TS13310,,YT2302821272092592
#1TS13265,,YT2302821272092565
2149770-1349,,YT2302821272092577
2110801-1349,,YT2302821272092572
2087199-1349,,YT2302821272092547
2081852-1349,,YT2302821272092564
2055274-1349,,YT2302821272092562
2075953-1349,,YT2302821272092599
#1TS13337,,YT2302821272092580
2149823-1349,,YT2302821272092590
2149815-1349,,JD0002231331328194
2149669-1349,,JD0002231331328195
2137422-1349,,YT2302821272092609
#1NUVE7259,,JD0002231331328193
2149642-1349,,WNBAA0223497406YQ
#2TS1310,,YT2302821272092583
#1TS13247,,JY231V100131014449
#1TS13376,,YT2302821272092587
2150106-1349,,YT2302821272198162
2149908-1349,,YT2302821272092597
2149877-1349,,YT2302821272092603
2141596-1349,,YT2302821272092595
#1TS13034,,YT2302821272092601
2149598-1349,,YT2302821272092611
2069114-1349,,YT2302821272092579
#1TS13195,,YT2302821272092614
#1TS13143,,YT2302821272198164
#1TS13072,,YT2302821272092604
2119528-1320,,YT2302821272092632
2099393-1349,,YT2302821272092645
2150240-1349,,YT2302821272092602
2149912-1349,,YT2302821272092606
2149893-1349,,YT2302821272092636
#1TS13186,,YT2302821272092631
2150104-1349,,YT2302821272092593
2139853-1349,,YT2302821272092637
2091113-1349,,YT2302821272092638
2033197-1349,,JY231V900131014450
#3TS1565,,YT2302821272092648
2037532-1349,,YT2302821272092644
2150010-1349,,YT2302821272092608
2149718-1349,,YT2302821272092649
2150266-1349,,YT2302821272092610
1995418-1349,,YT2302821272092640
1966390-1349,,YT2302821272092627
#1TS12430,,YT2302821272092655
2096757,,YT2302821272092661
2149563-1349,,YT2302821272092660
2051983-1349,,YT2302821272092663
#1TS13095,,YT2302821272092651
2060049-1349,,YT2302821272092613
2053287-1349,,JY231V900131014452
2034901-1349,,YT2302821272092669
#1TS13307,,YT2302821272092630
#1TS13274,,YT2302821272092676
#1TS13175,,YT2302821272092633
2135961-1349,,YT2302821272092647
2076890-1349,,YT2302821272092635
2150232-1349,,YT2302821272092652
2149916-1349,,YT2302821272092659
2149745-1349,,YT2302821272092662
2128824-1349,,YT2302821272092664
#1NUVE7287,,YT2302821272092658
2100857-1349,,YT2302821272092674
2149984-1349,,YT2302821272092673
2062742-1349,,WNBAA0223497434YQ
2149966-1349,,YT2302821272092639
2149950-1349,,YT2302821272092643
2134599-1349,,YT2302821272092723
2048961-1349,,YT2302821272092665
1955585-1349,,YT2302821272092666
2149860-1349,,JY231V100131014460
2106449-1314,,YT2302821272092697
2149784-1349,,YT2302821272092714
2109188,,YT2302821272092715
2106106-1349,,YT2302821272092677
2068655-1349,,YT2302821272092646
#1TS13157,,YT2302821272092720
#1TS13087,,3H0001556511
2141287-1349,,YT2302821272092680
2150129-1349,,YT2302821272092757
#1NUVE7320,,YT2302821272092728
2132224-1349,,JY231V900131014464
2112686-1349,,YT2302821272092750
#1TS13133,,YT2302821272092735
1984371-1349,,YT2302821272092740
2150152-1349,,YT2302821272092681
2150273-1349,,YT2302821272092747
2150166-1349,,YT2302821272092707
#1TS4862,,YT2302821272092758
2099034-1,,YT2302821272092717
2149856-1349,,YT2302821272092736
2149760-1349,,YT2302821272092761
2149601-1349,,YT2302821272092762
2091580-1349,,YT2302821272092698
2150253-1349,,YT2302821272092752
2150140-1349,,YT2302821272092705
2101344-1349,,YT2302821272092741
#1TS13308,,YT2302821272092711
2059319-1349,,YT2302821272092793
1109036-1349,,JD0002231331328204
#1TS4451-1,,JY231V900131014463
#1TS13334,,YT2302821272092801
#1TS13121,,YT2302821266020675
#1TS13110,,YT2302821272092755
2150297-1349,,YT2302821272092716
2149923-1349,,YT2302821272092814
#1TS13166,,YT2302821272092738
2149568-1349,,JD0002231331328205
2064988-1349,,YT2302821272092778
#3TS1566,,YT2302821272092751
2150119-1349,,YT2302821272092892
2149942-1349,,YT2302821272092743
2134657-1349,,YT2302821272092786
#1TS13330,,YT2302821272092753
2149861-1349,,YT2302821272092760
2149665-1349,,YT2302821272092894
2149630-1349,,WNBAA0223497446YQ
#3NUVE1431,,FJ002393234GB
#1TS13351,,YT2302821272092764
#1TS13069,,YT2302821272092884
2142704-1349,,YT2302821272092921
2048145-1349,,YT2302821272092840
#1TS13183,,YT2302821272092722
#1TS12173-1,,YT2302821272092770
2149988-1349,,YT2302821272092863
2149976-1349,,YT2302821272092869
2130662-1349,,YT2302821272092902
1971849-1349,,YT2302821272198160
2150009-1349,,YT2302821272092729
2149720-1349,,YT2302821272092731
2149615-1349,,YT2302821272092811
#1TS13348,,YT2302821272092957
2150200-1349,,YT2302821272092932
#1TS13371,,YT2302821272092915
#1TS13370,,YT2302821272092943
1982811-1349,,YT2302821272092956
2150018-1349,,YT2302821272092927
2083541-1349,,YT2302821272092733
2071434-1349,,YT2302821272092944
2150224-1349,,YT2302821272092967
2150187-1349,,YT2302821266020625
2111136-1349,,JY231V900131014477
2021432-1349,,JY231V100131014467
2149936-1349,,YT2302821272092825
#1TS13178,,YT2302821272092918
#1TS13036,,YT2302821272092970
2141323-1349,,YT2302821272092973
2076997-1349,,YT2302821272092851
#1TS13338,,YT2302821272198166
#1TS13282,,JY231V900131014472
2130652-1349,,YT2302821272092990
2108522-1349,,JY231V100131014473
#1TS13243,,YT2302821272092861
#1NUVE7235,,NEXAU1008722333
2138944-1349,,YT2302821272092866
2149955-1349,,YT2302821272092949
#1TS13162,,YT2302821272092969
#1TS13136,,JY231V100131014470
2150079-1349,,YT2302821272093005
2149871-1349,,YT2302821272092748
2088346-1349,,YT2302821272092951
2087336-1349,,YT2302821272093012
2150248-1349,,YT2302821272092954
2150076-1349,,YT2302821272092882
2149652-1349,,YT2302821272092914
#1TS13283,,JY231V100131014483
#3TS1562,,YT2302821272092946
#1NUVE7324,,YT2302821272092765
2150017-1349,,YT2302821272092947
2149606-1349,,YT2302821272092972
2136962-1349,,YT2302821272093020
2100199-1349,,YT2302821272092948
2037555-1349,,YT2302821272092773
2079183-1349,,YT2302821272092994
#1NUVE7304,,3H0001556512
2138559-1349,,YT2302821272093037
2106556-1349,,YT2302821272092872
1998725,,YT2302821272092963
1985824-1282,,YT2302821272092996
2150116-1349,,YT2302821272093079
2137717-1349,,YT2302821272093006
2137163-1349,,YT2302821272093087
2127765-1349,,YT2302821272092950
2043025-1349,,YT2302821272093129
#1TS13273,,YT2302821272093117
2131619-1349,,JY231V100131014471
2127935-1349,,YT2302821272092964
2099260-1349,,JD0002231331328207
#1TS13168,,YT2302821272092977
2120301-1349,,YT2302821272093200
2072152-1349,,YT2302821272198172
#1TS13216,,YT2302821272092953
2149657-1349,,YT2302821272093119
#1NUVE7297,,YT2302821272092955
2150364-1349,,JY231V900131014491
2150368-1349,,YT2302821272093232
2150118-1349,,YT2302821272093049
2082232-1349,,YT2302821272093051
#1NUVE7276,,YT2302821272200039
2149924-1349,,YT2302821272092959
2129838-1349,,YT2302821272092945
2075219-1349,,YT2302821272092952
2149789-1349,,YT2302821272092965
2142209-1349,,YT2302821272092958
2062351-1349,,YT2302821272093228
2041718-1349,,YT2302821272092960
#1NUVE7252,,YT2302821272092962
2150111-1349,,YT2302821272093285
2057829-1349,,YT2302821272092978
2091248-1314,,YT2302821272092971
2081211-1349,,YT2302821272092998
2149822-1349,,YT2302821272093174
2149614-1349,,YT2302821272093001
2127799-1349,,BN6104211424
#2TS1306,,YT2302821272093002
2150073-1349,,YT2302821272093010
2037466-1349,,JY231V900131014482
#1TS13241,,YT2302821272092993
#1TS13285,,YT2302821272093254
#1TS13235,,YT2302821272093258
2077950-1349,,YT2302821272093289
#1TS8686-1,,YT2302821272093314
2053882-1349,,YT2302821272093364
1981262-1349,,JY231V100131014481
2149846-1349,,YT2302821272093221
2118881-1349,,YT2302821272093278
2073366-1349,,YT2302821272093123
#1NUVE7274,,YT2302821272093533
2149574-1349,,YT2302821272093303
2145532,,YT2302821272093433
2132415-1349,,YT2302821272092975
#1NUVE7307,,JY231V900131014494
2149658-1349,,YT2302821272092986
2085437-1349,,YT2302821272093539
#1TS13239,,YT2302821272198180
2149728-1349,,YT2302821272093286
2121638-1349,,YT2302821272093468
2149957-1349,,YT2302821272093000
2073909-1349,,YT2302821272093171
2114242-1349,,YT2302821272093505
2088519-1349,,YT2302821272093011
2149675-1349,,YT2302821272198177
2150278-1349,,YT2302821272093301
2149886-1349,,YT2302821272093367
2073983-1349,,YT2302821272093771
#1TS13101,,YT2302821272198182
2099385-1349,,YT2302821272093405
2150340-1349,,YT2302821272093560
#1TS13045,,YT2302821272093639
#1TS13302,,YT2302821272093778
2123899-1349,,YT2302821272092999
2095002-1349,,YT2302821272093412
